,FG,FGA,FGApred,Error,PercentageError,RsquaredU,RsquaredT
193,2.0,4.8,4.555797065340537,0.2442029346594632,5.087561138738817,0.05963507329629405,5.235966100646723
194,3.7,10.7,8.074631862525226,2.625368137474773,24.536150817521243,6.892557857267757,13.044930567651884
195,7.5,16.5,15.940262585643946,0.5597374143560536,3.3923479657942646,0.31330597303000046,88.58153970470784
196,2.2,4.4,4.969777629715207,0.5697776297152064,12.94949158443651,0.3246465473238789,7.22654478084976
197,2.9,7.1,6.4187096050265495,0.6812903949734501,9.595639365823242,0.46415660228307964,0.00013868947924467687
198,3.0,7.0,6.625699887213885,0.3743001127861154,5.347144468373077,0.1401005744316987,0.007783359530004577
199,2.5,5.5,5.59074847627721,0.09074847627721017,1.6499722959492757,0.008235285946635376,2.522453410291403
200,3.5,8.0,7.660651298150558,0.3393487018494419,4.2418587731180235,0.11515754144690139,0.8313366590224056
201,0.8,2.2,2.0719136790925194,0.12808632090748073,5.822105495794578,0.016406105603614135,23.894727521966477
202,0.8,1.3,2.0719136790925194,0.7719136790925194,59.377975314809184,0.595850727970149,33.50352955242332
203,6.5,13.8,13.870359763770601,0.07035976377060038,0.5098533606565245,0.00495049635785469,45.047945796078345
204,2.1,4.8,4.762787347527872,0.03721265247212813,0.775263593169336,0.0013847815040113837,5.235966100646723
205,2.7,5.3,6.00472904065188,0.7047290406518805,13.296774351922275,0.4966430207381198,3.197742750392923
206,0.5,1.3,1.4509428325305154,0.15094283253051533,11.610987117731948,0.022783738692335194,33.50352955242332
207,0.2,0.8,0.8299719859685111,0.029971985968511028,3.7464982460638785,0.000898319942896622,39.54175290267712
208,8.3,18.4,17.596184843142627,0.8038151568573717,4.368560635094411,0.646118806393641,127.95629097374336
209,4.1,8.6,8.902592991274567,0.30259299127456707,3.518523154355431,0.09156251836849022,2.285468638717845
210,1.5,3.4,3.520845654403863,0.12084565440386319,3.5542839530548003,0.01460367218829794,13.60299148135736
211,4.9,8.8,10.558515248773244,1.758515248773243,19.98312782696867,3.0923758801680203,2.930179298616329
212,2.3,5.4,5.176767911902541,0.22323208809745942,4.1339275573603596,0.049832565156351885,2.850098080342162
213,5.8,13.1,12.421427788459258,0.6785722115407413,5.179940546112529,0.4604602462752926,36.14145848643365
214,0.7,1.9,1.8649233969051848,0.035076603094815084,1.8461370049902677,0.0012303680846711912,26.917661532118764
215,1.6,4.1,3.7278359365911977,0.3721640634088019,9.077172278263463,0.13850609009295073,8.929478791002044
216,0.6,1.4,1.65793311471785,0.2579331147178501,18.423793908417863,0.06652949166805161,32.355884882372564
217,1.3,3.3,3.1068650900291934,0.1931349099708064,5.852573029418376,0.03730109344943149,14.350636151408121
218,3.0,5.5,6.625699887213885,1.1256998872138846,20.467270676616085,1.2672002360733525,2.522453410291403
219,2.0,5.4,4.555797065340537,0.8442029346594637,15.633387678878957,0.7126785948876507,2.850098080342162
220,3.8,9.7,8.28162214471256,1.4183778552874386,14.622452116365348,2.011795740369794,6.821377268159484
221,6.0,13.3,12.835408352833927,0.46459164716607404,3.4931702794441652,0.21584539861648583,38.58616914633214
222,1.6,3.6,3.7278359365911977,0.12783593659119763,3.5509982386443784,0.016342026684148702,12.167702141255841
223,5.1,10.4,10.972495813147912,0.5724958131479116,5.504767434114535,0.32775145607188855,10.967864577804171
224,2.5,5.9,5.59074847627721,0.3092515237227902,5.241551249538817,0.09563650492486746,1.4118747300883625
225,2.7,5.9,6.00472904065188,0.10472904065187993,1.7750684856250838,0.01096817195586312,1.4118747300883625
226,2.8,6.6,6.2117193228392145,0.3882806771607852,5.8830405630422,0.15076188425643788,0.23836203973304448
227,4.4,12.5,9.523563837836573,2.976436162163427,23.811489297307418,8.859172227434152,29.28732650673821
228,4.2,8.2,9.1095832734619,0.9095832734619016,11.092478944657337,0.8273417313616684,1.2360473189208843
229,1.6,3.4,3.7278359365911977,0.3278359365911978,9.642233429152878,0.10747640132062787,13.60299148135736
230,9.8,18.0,20.701039075952647,2.7010390759526466,15.00577264418137,7.295612089823127,119.06686965394644
231,8.6,17.7,18.21715568970463,0.5171556897046301,2.9217835576532774,0.26745000739387165,112.6098036640987
232,1.5,3.8,3.520845654403863,0.2791543455961367,7.346166989372019,0.07792714866520734,10.812412801154322
233,3.5,6.8,7.660651298150558,0.8606512981505583,12.656636737508212,0.7407206570082412,0.08307269963152446
234,8.1,18.3,17.182204278767955,1.1177957212320457,6.108173340065823,1.2494672744046693,125.70393564379417
235,3.7,6.8,8.074631862525226,1.2746318625252266,18.744586213606272,1.6246863849645283,0.08307269963152446
236,4.0,9.9,8.695602709087233,1.2043972909127678,12.165629201139067,1.4505728343580142,7.9060879280579694
